tau_cal_0,tau_cal_1,tau_cal_2,tau_cal_3,tau_cal_4,tau_cal_5,tau_cal_6,tau_cal_7,tau_cal_8,tau_cal_9,tau_cal_10,tau_cal_11,tau_est_0,tau_est_1,tau_est_2,tau_est_3,tau_est_4,tau_est_5,tau_est_6,tau_est_7,tau_est_8,tau_est_9,tau_est_10,tau_est_11,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11,joint_pos_target_0,joint_pos_target_1,joint_pos_target_2,joint_pos_target_3,joint_pos_target_4,joint_pos_target_5,joint_pos_target_6,joint_pos_target_7,joint_pos_target_8,joint_pos_target_9,joint_pos_target_10,joint_pos_target_11,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,
-6.29889,2.31524,12.4812,6.66532,8.17249,11.6816,-0.0303972,-2.28869,26.5447,5.48272,46.1811,35.5275,0,0,0,0,0,0,0,0,0,0,0,0,0.00857287,0.727889,-1.51274,0.00428139,0.690885,-1.56165,-0.0848964,0.730784,-1.50927,-0.0718441,0.842053,-1.45456,-0.118801,0.776891,-1.26934,0.112384,0.851298,-1.33504,-0.0948423,0.731461,-1.07628,0.0187206,1.73436,-0.866711,-0.513953,0.276257,0.658693,-0.52338,0.472908,0.568856,-0.375728,1.69158,-1.98563,-0.364845,2.10604,-2.32441,
-2.17035,1.26685,9.3665,9.96987,3.29253,10.3048,-1.50223,-2.141,27.52,3.32712,31.8265,40.7994,0,0,0,0,0,0,0,0,0,0,0,0,-0.00749758,0.733895,-1.49549,-0.0122358,0.704694,-1.54672,-0.0893812,0.75635,-1.53892,-0.0747869,0.881825,-1.48753,-0.0716952,0.762462,-1.30179,0.143579,0.78369,-1.34161,-0.127526,0.760181,-1.08571,-0.0148422,1.55307,-0.787932,-0.989469,0.221337,0.935974,-1.01821,0.765278,0.709806,-0.433253,1.71032,-1.88617,-0.0219347,3.70314,-1.68825,
-0.00354242,-2.87562,7.74921,11.6618,-1.23936,11.8657,-4.52763,-6.04922,29.9539,3.65298,-39.6753,26.9961,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228701,0.736717,-1.48028,-0.0281241,0.71671,-1.5345,-0.0984144,0.796514,-1.58103,-0.0876102,0.987961,-1.52439,-0.0411221,0.688187,-1.31955,0.164938,0.710086,-1.29915,-0.182571,0.72252,-1.07484,-0.0234,0.353164,-0.999741,-0.727504,0.150171,0.793372,-0.758835,0.636389,0.784496,-0.0734359,1.43967,-1.53701,-0.0883034,3.46288,1.35236,
-7.53762,-5.16839,22.1731,5.46071,2.8967,12.1778,-7.60458,2.75879,18.4192,-1.98284,-32.471,2.33663,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141183,0.738056,-1.4901,-0.019764,0.715794,-1.52261,-0.0757579,0.79591,-1.58641,-0.0655126,1.00392,-1.5192,-0.115487,0.639067,-1.12906,0.11511,0.746451,-1.29978,-0.167573,0.800711,-1.21876,-0.0523805,0.355618,-1.41949,1.42716,-0.200715,-1.68406,1.42354,-0.880392,0.0566536,1.85801,-1.81435,1.31044,1.96735,-2.31691,2.28894,
-6.56636,0.597063,24.7201,3.75433,7.2558,16.7455,-2.44091,9.26864,4.30005,-0.597629,-22.8011,-11.0233,0,0,0,0,0,0,0,0,0,0,0,0,0.0121508,0.727343,-1.52728,0.00638088,0.691827,-1.5309,-0.0450416,0.740737,-1.5403,-0.0336559,0.933816,-1.4529,-0.0850229,0.715157,-1.12285,0.0966093,0.788609,-1.2465,-0.0637021,0.82004,-1.38177,-0.0181702,0.413059,-1.55542,0.888582,-0.921693,-1.80116,0.878716,-1.40567,-0.802328,1.02879,-3.56872,3.21414,1.05407,-4.24765,3.9163,
-6.06078,7.04373,21.1323,3.39518,12.1009,17.6016,5.15526,5.52423,4.96968,5.91459,18.8142,-6.09964,0,0,0,0,0,0,0,0,0,0,0,0,0.0168295,0.703362,-1.55218,0.0109645,0.663624,-1.54923,-0.0464353,0.678488,-1.47648,-0.0376849,0.835042,-1.38637,-0.0920572,0.806121,-1.18419,0.0739929,0.855334,-1.24353,0.0319068,0.744743,-1.34676,0.0442159,1.04499,-1.4527,0.0523681,-1.01238,-0.649471,0.0519132,-1.13232,-0.573486,-0.615599,-1.36741,1.57479,-1.02549,-5.28517,1.78306,
-6.61828,14.8763,12.9194,5.08687,15.0984,12.7923,-3.97212,4.32694,15.3478,-5.24243,44.4991,38.3388,0,0,0,0,0,0,0,0,0,0,0,0,0.0189787,0.688873,-1.55326,0.0131048,0.647073,-1.54689,-0.0454593,0.684484,-1.45009,-0.033129,0.774999,-1.42469,-0.103569,0.950896,-1.30489,0.10334,0.914505,-1.29889,-0.0939274,0.79213,-1.17705,-0.075966,1.62442,-0.861384,-0.0886204,-0.338225,0.538949,-0.090134,-0.283368,0.616769,0.950092,1.15895,-0.24021,2.0992,1.61383,-5.35059,
3.73606,8.78772,0.451565,11.1431,6.04289,15.238,1.38146,-3.29445,19.6408,-1.77523,-60,14.3418,0,0,0,0,0,0,0,0,0,0,0,0,-0.00944235,0.693244,-1.52544,-0.00713808,0.656443,-1.53027,-0.0481439,0.720182,-1.46238,-0.00088702,0.868835,-1.47189,-0.00461999,0.872955,-1.47659,0.146717,0.794869,-1.24366,-0.0726062,0.716897,-1.1554,-0.0361353,-0.104073,-1.12019,-2.52424,0.797357,1.62571,-1.94983,1.1422,0.382568,-1.98319,2.26459,-2.00487,-0.118857,6.04295,3.63772,
-15.001,-9.94378,12.1477,2.32504,11.2042,18.5242,-3.25173,-4.02324,21.1714,-3.50414,-60,9.26068,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179416,0.724734,-1.50638,-0.014255,0.669804,-1.52185,-0.0666148,0.751013,-1.49044,-0.0138693,0.938503,-1.45652,-0.213616,0.589184,-1.29284,0.071664,0.858394,-1.18585,-0.1135,0.694373,-1.12671,-0.0688187,-0.257528,-1.29393,3.08282,1.80985,-0.293121,1.74582,-0.604885,-0.0323517,0.489507,0.660361,-0.848091,0.350495,0.283178,-0.23136,
-13.2768,-3.30268,27.1499,0.602399,10.9316,19.5865,-0.560565,8.76979,0.798211,-3.38422,-35.1801,-14.2691,0,0,0,0,0,0,0,0,0,0,0,0,0.0265037,0.743227,-1.53543,0.0213483,0.650008,-1.53142,-0.0291734,0.717331,-1.47006,0.0221049,0.877241,-1.40027,-0.173519,0.673835,-1.10199,0.0744523,0.810823,-1.2034,-0.0098638,0.797699,-1.38903,-0.0133926,0.121801,-1.55383,1.65496,-0.373705,-2.40787,1.68605,-1.51764,-1.124,1.18007,-3.16331,2.66069,1.04135,-4.6321,4.23531,
